card_name,card_brand,domestic_offer_amount,domestic_offer_type,overseas_offer_amount,overseas_offer_type,card_img,card_record,card_overseas
알파원카드,KB국민카드,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/426/card_img/20924/426card.png,500000,mastercard
내일배움카드,NH농협카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/427/card_img/20925/427card.png,500000,"VISA,mastercard"
아시아나클럽 롯데 플래티넘 카드,롯데카드,,,100000.0,1.0,https://api.card-gorilla.com:8080/storage/card/430/card_img/20926/430card.png,300000,"VISA,mastercard"
아시아나클럽 롯데 골드 아멕스카드,롯데카드,,,10000.0,1.0,https://api.card-gorilla.com:8080/storage/card/431/card_img/20927/431card.png,300000,AMEX
SKYPASS 롯데 아멕스카드,롯데카드,,,10000.0,1.0,https://api.card-gorilla.com:8080/storage/card/432/card_img/20929/432card.jpg,500000,AMEX
롯데카드 텔로 SKT,롯데카드,80000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/433/card_img/20930/433card.png,1000000,mastercard
SSG카드,SSGPAY. CARD,,,10000.0,1.0,https://api.card-gorilla.com:8080/storage/card/434/card_img/20933/434card.png,500000,mastercard
카카오뱅크 프렌즈 체크카드,카카오뱅크,,,70000.0,1.0,https://api.card-gorilla.com:8080/storage/card/435/card_img/20935/435card.png,500000,mastercard
케이뱅크 X KT멤버십더블혜택 체크카드,케이뱅크,,,90000.0,1.0,https://api.card-gorilla.com:8080/storage/card/436/card_img/20937/436card.png,1000000,VISA
케이뱅크X네이버페이 체크카드2,케이뱅크,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/437/card_img/20940/437card.png,300000,VISA
케이뱅크 체크카드 포인트적립형,케이뱅크,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/438/card_img/20941/438card.png,1000000,VISA
케이뱅크X해피포인트 체크카드,케이뱅크,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/439/card_img/20945/439card.png,300000,
GD카드(체크),IBK기업은행,60000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/440/card_img/20946/440card.png,1000000,UnionPay
일상의 기쁨카드(체크),IBK기업은행,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/441/card_img/20947/441card.png,500000,"mastercard,UnionPay"
IBK 국민행복 체크카드,IBK기업은행,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/442/card_img/22257/442card.png,300000,BC
아이행복카드(체크),IBK기업은행,,,90000.0,1.0,https://api.card-gorilla.com:8080/storage/card/443/card_img/20949/443card.png,300000,UnionPay
참! 좋은 글로벌 체크카드,IBK기업은행,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/444/card_img/20950/444card.png,1000000,"VISA,BC,mastercard"
문화융성카드(체크),IBK기업은행,0.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/445/card_img/20951/445card.png,1000000,UnionPay
IBK 나라사랑카드,IBK기업은행,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/446/card_img/20952/446card.png,500000,BC
CLUB Premier Travel 카드,하나카드,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/447/card_img/20955/447card.png,300000,"VISA,JCB"
CLUB Premier Hotel 카드,하나카드,,,100000.0,1.0,https://api.card-gorilla.com:8080/storage/card/448/card_img/20956/448card.png,500000,"VISA,JCB"
CLUB Signature SKYPASS 카드,하나카드,30000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/449/card_img/20961/449card.png,500000,"VISA,UnionPay"
CLUB Signature Asiana Club 카드,하나카드,50000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/450/card_img/20963/450card.png,300000,"VISA,UnionPay"
CLUB Primus Point 카드,하나카드,,,20000.0,1.0,https://api.card-gorilla.com:8080/storage/card/451/card_img/20965/451card.png,500000,"VISA,mastercard"
CLUB Primus Skypass 카드,하나카드,,,10000.0,1.0,https://api.card-gorilla.com:8080/storage/card/452/card_img/20966/452card.png,1000000,"VISA,mastercard"
CLUB Primus Asiana Club 카드,하나카드,,,90000.0,1.0,https://api.card-gorilla.com:8080/storage/card/453/card_img/20968/453card.png,1000000,"VISA,mastercard"
가온 올포인트 체크카드,KB국민카드,,,20000.0,1.0,https://api.card-gorilla.com:8080/storage/card/454/card_img/20970/454card.png,1000000,mastercard
롯데 국민행복카드,롯데카드,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/455/card_img/20971/455card.png,300000,mastercard
롯데 아이행복 카드,롯데카드,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/456/card_img/20975/456card.png,300000,VISA
썸타는 우리 체크,우리카드,60000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/457/card_img/20978/457card.png,1000000,"BC,mastercard"
네이버페이 taptap,삼성카드,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/458/card_img/20979/458card.png,300000,mastercard
카드의정석 WOWRI,우리카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/459/card_img/20980/459card.png,300000,"VISA,BC,mastercard"
네이버페이 신한카드 체크,신한카드,,,80000.0,1.0,https://api.card-gorilla.com:8080/storage/card/460/card_img/20981/460card.png,1000000,VISA
현대카드M Edition2,현대카드,30000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/461/card_img/20982/461card.png,300000,"VISA,mastercard,UnionPay"
현대카드M3 Edition2,현대카드,,,20000.0,1.0,https://api.card-gorilla.com:8080/storage/card/462/card_img/20983/462card.png,500000,"VISA,mastercard,UnionPay"
신세계 씨티 클리어 카드,씨티카드,,,40000.0,1.0,https://api.card-gorilla.com:8080/storage/card/463/card_img/20984/463card.png,500000,VISA
K리그 축덕 하나멤버스 1Q Play1 카드,하나카드,,,0.0,1.0,https://api.card-gorilla.com:8080/storage/card/465/card_img/21157/465card.png,500000,mastercard
신한카드 Air One,신한카드,,,0.0,1.0,https://api.card-gorilla.com:8080/storage/card/466/card_img/21158/466card.png,1000000,AMEX
Easy pick카드,KB국민카드,10000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/469/card_img/21159/469card.png,1000000,"mastercard,JCB"
Easy on카드,KB국민카드,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/470/card_img/21160/470card.png,1000000,"mastercard,UnionPay"
LOTTE ONers 롯데카드,롯데카드,80000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/471/card_img/21161/471card.png,1000000,mastercard
카드의정석 일본여행,우리카드,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/472/card_img/21162/472card.png,500000,"VISA,mastercard,UnionPay,JCB"
카드의정석 UniMile,우리카드,60000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/473/card_img/21163/473card.png,1000000,"BC,UnionPay"
카카오페이 신한 체크카드(무지),신한카드,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/474/card_img/21164/474card.png,300000,mastercard
ONE AIR(UniMile),IBK기업은행,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/475/card_img/21165/475card.png,1000000,UnionPay
신한카드 Deep Making,신한카드,,,100000.0,1.0,https://api.card-gorilla.com:8080/storage/card/476/card_img/21166/476card.png,300000,VISA
신한카드 Deep Taking,신한카드,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/477/card_img/21167/477card.png,500000,VISA
마이 홈플러스 신한카드,신한카드,80000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/478/card_img/21168/478card.png,500000,VISA
마이 홈플러스 체크카드,신한카드,30000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/479/card_img/21169/479card.png,1000000,VISA
카카오 T 하나카드,하나카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/480/card_img/21170/480card.png,300000,"BC,mastercard"
카드의정석 댕댕냥이(강아지),우리카드,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/481/card_img/21171/481card.png,500000,"VISA,mastercard,UnionPay"
카드의정석 댕댕냥이(고양이),우리카드,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/482/card_img/21172/482card.png,300000,"VISA,mastercard,UnionPay"
뉴타임카드,SC제일은행,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/483/card_img/21173/483card.png,300000,"VISA,BC,BC Global,mastercard"
탄탄대로 Biz 티타늄카드,KB국민카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/484/card_img/21174/484card.png,300000,"mastercard,JCB"
탄탄대로 올쇼핑 티타늄카드,KB국민카드,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/485/card_img/21175/485card.png,1000000,"mastercard,JCB"
CJ ONE 우리카드 체크,우리카드,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/486/card_img/21176/486card.png,500000,"BC,mastercard"
신한카드 B.Big(마이펫 스노우볼 삑),신한카드,60000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/487/card_img/21177/487card.png,500000,VISA
Easy auto 티타늄카드,KB국민카드,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/488/card_img/21178/488card.png,500000,"mastercard,JCB"
Easy fly 티타늄카드,KB국민카드,,,20000.0,1.0,https://api.card-gorilla.com:8080/storage/card/489/card_img/21179/489card.png,1000000,"mastercard,UnionPay"
11번가 신한카드,신한카드,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/490/card_img/21180/490card.png,1000000,mastercard
11번가 신한카드 체크,신한카드,60000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/491/card_img/21181/491card.png,300000,mastercard
현대카드M Edition3,현대카드,,,70000.0,1.0,https://api.card-gorilla.com:8080/storage/card/492/card_img/21182/492card.png,1000000,"VISA,mastercard,UnionPay"
현대카드M2 Edition3,현대카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/493/card_img/21183/493card.png,1000000,"VISA,mastercard"
현대카드M3 Edition3,현대카드,,,60000.0,1.0,https://api.card-gorilla.com:8080/storage/card/494/card_img/21184/494card.png,300000,"VISA,mastercard"
씨티 글로벌 월렛 체크카드,씨티카드,,,0.0,1.0,https://api.card-gorilla.com:8080/storage/card/496/card_img/21185/496card.png,1000000,mastercard
NEW농촌사랑체크카드,NH농협카드,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/497/card_img/21186/497card.png,500000,mastercard
농부의마음 Farmers Heart 체크카드,NH농협카드,,,90000.0,1.0,https://api.card-gorilla.com:8080/storage/card/498/card_img/21187/498card.png,1000000,mastercard
체크카드,NH농협카드,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/499/card_img/21188/499card.png,500000,mastercard
신세계면세점 SSG카드,SSGPAY. CARD,40000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/500/card_img/21189/500card.png,1000000,mastercard
이마트에브리데이 SSG카드,SSGPAY. CARD,10000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/501/card_img/21190/501card.png,300000,mastercard
네이버페이 플래티넘 롯데카드,롯데카드,70000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/502/card_img/21191/502card.png,500000,"VISA,mastercard"
씨티 메가마일 스카이패스,씨티카드,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/503/card_img/21192/503card.png,300000,VISA
씨티 메가마일 아시아나,씨티카드,50000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/504/card_img/21193/504card.png,500000,mastercard
적립조아카드,NH농협카드,,,60000.0,1.0,https://api.card-gorilla.com:8080/storage/card/505/card_img/21194/505card.png,500000,"VISA,BC"
할인조아카드,NH농협카드,40000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/506/card_img/21195/506card.png,300000,"VISA,BC"
쇼핑조아카드,NH농협카드,50000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/507/card_img/21196/507card.png,500000,"BC,mastercard"
올바른 Edu 카드,NH농협카드,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/508/card_img/21197/508card.png,1000000,VISA
올바른 POINT UP 카드,NH농협카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/512/card_img/21198/512card.png,500000,"VISA,mastercard,JCB"
올바른 POINT UP+ 카드,NH농협카드,,,40000.0,1.0,https://api.card-gorilla.com:8080/storage/card/513/card_img/21199/513card.png,500000,"mastercard,JCB"
올바른 BAZIC 카드,NH농협카드,,,40000.0,1.0,https://api.card-gorilla.com:8080/storage/card/514/card_img/21200/514card.png,500000,"mastercard,JCB"
올바른 BAZIC+ 카드,NH농협카드,,,90000.0,1.0,https://api.card-gorilla.com:8080/storage/card/516/card_img/21201/516card.png,1000000,"mastercard,JCB"
NH1934 체크카드,NH농협카드,,,40000.0,1.0,https://api.card-gorilla.com:8080/storage/card/517/card_img/21202/517card.png,300000,mastercard
신한카드 Deep ECO,신한카드,,,80000.0,1.0,https://api.card-gorilla.com:8080/storage/card/518/card_img/21203/518card.png,500000,VISA
신한카드 D-day,신한카드,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/519/card_img/21204/519card.png,1000000,VISA
스마일 신용카드,현대카드,,,10000.0,1.0,https://api.card-gorilla.com:8080/storage/card/520/card_img/21205/520card.png,300000,VISA
카드의정석 베트남여행,우리카드,,,0.0,1.0,https://api.card-gorilla.com:8080/storage/card/521/card_img/21206/521card.png,300000,"VISA,mastercard,UnionPay"
Liiv M 카드,KB국민카드,,,60000.0,1.0,https://api.card-gorilla.com:8080/storage/card/522/card_img/21207/522card.png,300000,mastercard
Liiv M 체크카드,KB국민카드,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/523/card_img/21208/523card.png,300000,VISA
한국야쿠르트 팝 신한카드 체크,신한카드,30000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/524/card_img/21209/524card.png,300000,mastercard
에너지플러스카드,현대카드,,,70000.0,1.0,https://api.card-gorilla.com:8080/storage/card/525/card_img/21211/525card.png,1000000,VISA
NH농협 올바른LIFE카드(할인형),NH농협카드,,,70000.0,1.0,https://api.card-gorilla.com:8080/storage/card/526/card_img/21212/526card.png,300000,VISA
NH농협 올바른LIFE카드(적립형),NH농협카드,30000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/527/card_img/21214/527card.png,300000,VISA
라이언 치즈 체크카드,NH농협카드,0.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/528/card_img/21216/528card.png,300000,UnionPay
the Red Edition4,현대카드,0.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/529/card_img/21218/529card.png,300000,"VISA,mastercard"
LCC UniMile카드,NH농협카드,,,20000.0,1.0,https://api.card-gorilla.com:8080/storage/card/530/card_img/21219/530card.png,500000,UnionPay
NH농협 올바른 하나로(Hanaro) 카드,NH농협카드,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/531/card_img/21221/531card.png,500000,mastercard
NH농협 올바른 하나로(Hanaro) 체크카드,NH농협카드,30000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/532/card_img/21229/532card.png,1000000,mastercard
I’m DRIVING,롯데카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/533/card_img/21231/533card.png,1000000,"VISA,mastercard,AMEX"
인터파크 롯데카드,롯데카드,10000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/534/card_img/21232/534card.png,500000,mastercard
샤롯데 플래티넘 스타 카드,롯데카드,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/535/card_img/21234/535card.png,1000000,AMEX
신한카드 Deep Once,신한카드,,,100000.0,1.0,https://api.card-gorilla.com:8080/storage/card/536/card_img/21235/536card.png,1000000,mastercard
신한카드 Deep Once Plus,신한카드,,,90000.0,1.0,https://api.card-gorilla.com:8080/storage/card/537/card_img/21236/537card.png,500000,mastercard
Easy study 티타늄카드,KB국민카드,0.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/538/card_img/21237/538card.jpg,1000000,mastercard
샤롯데 비앤 롯데카드,롯데카드,50000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/539/card_img/21240/539card.png,500000,mastercard
I’m ACTIVE,롯데카드,,,80000.0,1.0,https://api.card-gorilla.com:8080/storage/card/540/card_img/21243/540card.png,1000000,"mastercard,AMEX"
I’m Wonderful Plus,롯데카드,,,20000.0,1.0,https://api.card-gorilla.com:8080/storage/card/541/card_img/21245/541card.png,1000000,"mastercard,AMEX"
갤러리아 우리카드,우리카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/542/card_img/21246/542card.png,500000,"VISA,mastercard,UnionPay"
카드의정석 APT,우리카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/543/card_img/21248/543card.png,1000000,"BC,mastercard"
카드의정석 APT Platinum,우리카드,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/544/card_img/21249/544card.png,300000,"BC,mastercard"
카드의정석 APT CHECK,우리카드,,,90000.0,1.0,https://api.card-gorilla.com:8080/storage/card/545/card_img/21251/545card.png,500000,"BC,mastercard"
다둥이 행복카드,우리카드,,,100000.0,1.0,https://api.card-gorilla.com:8080/storage/card/546/card_img/21252/546card.png,300000,VISA
카드의정석 MILEAGE SKYPASS,우리카드,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/548/card_img/23980/0548card.png,1000000,"VISA,BC,mastercard"
아이행복카드,IBK기업은행,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/549/card_img/21254/549card.png,300000,UnionPay
에이스플러스체크카드 (벨리미키),SC제일은행,0.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/550/card_img/21255/550card.png,500000,"BC,mastercard"
Easy link 티타늄카드,KB국민카드,,,10000.0,1.0,https://api.card-gorilla.com:8080/storage/card/551/card_img/21256/551card.png,1000000,"mastercard,UnionPay"
삼성카드 2 V4,삼성카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/552/card_img/21257/552card.png,1000000,mastercard
삼성카드 3 V4,삼성카드,,,70000.0,1.0,https://api.card-gorilla.com:8080/storage/card/553/card_img/21258/553card.png,1000000,VISA
삼성카드 6 V4,삼성카드,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/554/card_img/21259/554card.png,1000000,VISA
삼성카드 4 V4,삼성카드,,,10000.0,1.0,https://api.card-gorilla.com:8080/storage/card/555/card_img/21260/555card.png,500000,"VISA,mastercard"
삼성카드 4 V4 (포인트),삼성카드,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/556/card_img/21261/556card.png,1000000,VISA
삼성카드 5 V4,삼성카드,40000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/557/card_img/21262/557card.png,1000000,mastercard
카드의정석 MILEAGE Asiana Club,우리카드,,,40000.0,1.0,https://api.card-gorilla.com:8080/storage/card/558/card_img/23979/0588card.png,1000000,"VISA,BC,mastercard"
펭수 노리 체크카드(펭카),KB국민카드,,,40000.0,1.0,https://api.card-gorilla.com:8080/storage/card/559/card_img/21264/559card.png,300000,"VISA,mastercard"
위 레아카드(아시아나클럽),NH농협카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/560/card_img/21265/560card.png,500000,mastercard
펭수 노리 체크카드(펭모티콘),KB국민카드,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/561/card_img/21266/561card.png,1000000,"mastercard,UnionPay"
올바른 GIVE 카드,NH농협카드,70000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/562/card_img/21267/562card.png,500000,mastercard
위 레아카드(스카이패스),NH농협카드,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/563/card_img/21270/563card.png,1000000,mastercard
위 레아카드(포인트),NH농협카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/564/card_img/21271/564card.png,1000000,"mastercard,UnionPay"
위 테라카드(스카이패스),NH농협카드,,,70000.0,1.0,https://api.card-gorilla.com:8080/storage/card/565/card_img/21272/565card.png,300000,VISA
위 테라카드(아시아나클럽),NH농협카드,,,90000.0,1.0,https://api.card-gorilla.com:8080/storage/card/566/card_img/21273/566card.png,1000000,VISA
위 테라카드(포인트),NH농협카드,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/567/card_img/21274/567card.png,300000,"VISA,UnionPay"
부릉 삼성카드 BIZ,삼성카드,10000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/568/card_img/21275/568card.png,500000,mastercard
현대카드 DIGITAL LOVER,현대카드,,,20000.0,1.0,https://api.card-gorilla.com:8080/storage/card/569/card_img/21302/569card.png,500000,VISA
이로운카드,IBK기업은행,,,100000.0,1.0,https://api.card-gorilla.com:8080/storage/card/570/card_img/21303/570card.png,500000,"mastercard,UnionPay"
어디서나 체크카드,우체국,30000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/571/card_img/21304/571card.png,1000000,VISA
포미 하이브리드 체크카드,우체국,40000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/572/card_img/21305/572card.png,300000,VISA
다드림 체크카드,우체국,,,60000.0,1.0,https://api.card-gorilla.com:8080/storage/card/573/card_img/21306/573card.png,1000000,mastercard
드림플러스 아시아나 체크카드,우체국,60000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/574/card_img/21307/574card.png,500000,mastercard
라이프+플러스 체크카드,우체국,60000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/575/card_img/21312/575card.png,300000,UnionPay
young利한(영리한) 체크카드,우체국,50000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/576/card_img/21313/576card.png,300000,UnionPay
네이버페이 신한카드,신한카드,0.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/577/card_img/21314/577card.png,1000000,VISA
금융포인트리카드,KB국민카드,10000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/578/card_img/21317/578card.png,1000000,"VISA,mastercard,UnionPay"
I’m YOLO 플래티넘,롯데카드,,,60000.0,1.0,https://api.card-gorilla.com:8080/storage/card/579/card_img/21320/579card.png,500000,mastercard
Easy pick 티타늄 카드,KB국민카드,,,10000.0,1.0,https://api.card-gorilla.com:8080/storage/card/580/card_img/21321/580card.png,300000,mastercard
I’m Powerful,롯데카드,,,90000.0,1.0,https://api.card-gorilla.com:8080/storage/card/581/card_img/21322/581card.png,500000,"mastercard,AMEX"
I’m WONDERFUL platinum,롯데카드,10000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/582/card_img/21323/582card.png,1000000,mastercard
알뜰교통카드,우리카드,40000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/583/card_img/21326/583card.png,300000,"BC,mastercard"
알뜰교통카드 COOKIE CHECK,우리카드,0.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/584/card_img/21328/584card.png,1000000,mastercard
행복한 체크카드,우체국,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/585/card_img/21340/585card.png,300000,mastercard
어피치 스윗 체크카드,NH농협카드,,,40000.0,1.0,https://api.card-gorilla.com:8080/storage/card/586/card_img/21342/586card.png,500000,UnionPay
모두의 쇼핑,하나카드,0.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/587/card_img/21344/587card.png,500000,mastercard
네이버페이 우리카드 체크,우리카드,,,90000.0,1.0,https://api.card-gorilla.com:8080/storage/card/588/card_img/21345/588card.png,1000000,"BC,mastercard"
토스 신용카드,하나카드,,,100000.0,1.0,https://api.card-gorilla.com:8080/storage/card/589/card_img/21346/589card.png,300000,VISA
카카오뱅크 신한카드,신한카드,0.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/590/card_img/21347/590card.png,500000,"VISA,mastercard"
카카오뱅크 KB국민카드,KB국민카드,60000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/591/card_img/21348/591card.png,500000,mastercard
카카오뱅크 삼성카드,삼성카드,,,10000.0,1.0,https://api.card-gorilla.com:8080/storage/card/592/card_img/26010/592card.png,1000000,"VISA,mastercard"
카카오뱅크 씨티카드,씨티카드,10000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/593/card_img/21360/593card.png,1000000,VISA
카드의정석 삼성디지털프라자,우리카드,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/594/card_img/21361/594card.png,500000,"VISA,BC"
아이파킹 크레딧 카,우리카드,,,80000.0,1.0,https://api.card-gorilla.com:8080/storage/card/595/card_img/21362/595card.png,300000,"VISA,BC"
셀리턴 우리카드,우리카드,50000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/596/card_img/21363/596card.png,1000000,"VISA,BC"
AK우리카드,우리카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/597/card_img/21364/597card.png,500000,"VISA,BC,mastercard,UnionPay"
AK우리카드 VIP,우리카드,,,80000.0,1.0,https://api.card-gorilla.com:8080/storage/card/598/card_img/21365/598card.png,500000,"VISA,mastercard,UnionPay"
AK우리카드 체크,우리카드,,,100000.0,1.0,https://api.card-gorilla.com:8080/storage/card/599/card_img/21366/599card.png,300000,"VISA,BC,mastercard,UnionPay"
대한항공카드 030,현대카드,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/600/card_img/21367/600card.png,300000,mastercard
대한항공카드 070,현대카드,100000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/601/card_img/21368/601card.png,1000000,mastercard
대한항공카드 150,현대카드,10000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/602/card_img/21369/602card.png,500000,mastercard
대한항공카드 the First,현대카드,,,60000.0,1.0,https://api.card-gorilla.com:8080/storage/card/603/card_img/21370/603card.png,500000,mastercard
씨티 프리미어마일 대한항공,씨티카드,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/604/card_img/21371/604card.png,500000,mastercard
씨티 프리미어마일 아시아나,씨티카드,60000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/605/card_img/21372/605card.png,1000000,mastercard
카드의정석 UNTACT,우리카드,20000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/606/card_img/21373/606card.png,1000000,"BC,mastercard"
카드의정석 UNTACT PLATINUM,우리카드,,,80000.0,1.0,https://api.card-gorilla.com:8080/storage/card/607/card_img/21374/607card.png,500000,"BC,mastercard"
현대카드ZERO Edition2(할인형),현대카드,0.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/608/card_img/27229/608card.png,1000000,VISA
현대카드ZERO MOBILE Edition2(할인형),현대카드,,,50000.0,1.0,https://api.card-gorilla.com:8080/storage/card/609/card_img/27230/608card.png,1000000,VISA
현대카드ZERO Edition2(포인트형),현대카드,70000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/610/card_img/27232/608card.png,1000000,VISA
현대카드ZERO MOBILE Edition2(포인트형),현대카드,10000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/611/card_img/27231/608card.png,300000,VISA
펫블리(PETvely) 카드,NH농협카드,,,100000.0,1.0,https://api.card-gorilla.com:8080/storage/card/612/card_img/21379/612card.png,500000,"mastercard,UnionPay"
신한카드 YaY,신한카드,30000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/613/card_img/21380/613card.gif,500000,VISA
위글위글 첵첵 체크카드,KB국민카드,0.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/614/card_img/21381/614card.png,300000,VISA
Easy ring 티타늄카드,KB국민카드,,,20000.0,1.0,https://api.card-gorilla.com:8080/storage/card/615/card_img/21382/615card.png,500000,mastercard
다이소 삼성카드,삼성카드,,,30000.0,1.0,https://api.card-gorilla.com:8080/storage/card/616/card_img/21383/616card.png,300000,VISA
카드의정석 UniMile in JEJU,우리카드,60000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/617/card_img/21384/617card.png,500000,"BC,UnionPay"
신한카드 Hey Young 체크,신한카드,90000.0,0.0,,,https://api.card-gorilla.com:8080/storage/card/618/card_img/21385/618card.png,1000000,VISA
